Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
CA209-227_China_Only	China	365	Active	Recruiting	Zhu	Bo	"Xinqiao Hospital, Third military medical University"		11/18/2018 0:00	12/7/2018
CA209-227_China_Only	China	366	Not Selected	Cancelled	Pan	Yuelong	Hangzhou 1st People'S Hospital			12/7/2018
CA209-227_China_Only	China	367	Not Selected	Cancelled	Song	Yong	Nanjing General Hospital			12/7/2018
CA209-227_China_Only	China	368	Not Selected	Cancelled	Bai	Chong	Changhai Hospital Affiliated To Second Military Medical University			12/7/2018
CA209-227_China_Only	China	369	Not Selected	Not Recruiting	Gu	Kangsheng	The First Affiliated Hospital Of An Hui Medical University			12/7/2018
CA209-227_China_Only	China	370	Active	Recruiting	Wang	Kai	2nd Hospital of Zhejiang University		10/31/2018 0:00	12/7/2018
CA209-227_China_Only	China	371	Active	Recruiting	Yao	Yu	The 1st Affiliated Hospital Of M.C Of Xian Jiaotong Uni		7/9/2018 0:00	12/7/2018
CA209-227_China_Only	China	372	Active	Recruiting	Zou	Qingfeng	Cancer Center of Guangzhou medical university		8/20/2018 0:00	12/7/2018
CA209-227_China_Only	China	373	Selected	Not Recruiting	Huang	Dingzhi	Tianjin Cancer Hospital			12/7/2018
CA209-227_China_Only	China	374	Selected	Not Recruiting	Lin	Wen	Cancer Hospital of Shantou Univeristy Medical College			12/7/2018
CA209-227_China_Only	China	375	Selected	Not Recruiting	Dong	Xiaorong	"Affiliated concord hospital of tongji medical college, huazhong university of sc"			12/7/2018
CA209-227_China_Only	China	376	Selected	Not Recruiting	Li	Juan	Sichuan Cancer Hospital			12/7/2018
CA209-227_China_Only	China	377	Planned	Not Recruiting	Chen	Zhen-Dong	The Second Hospital of Anhui Medical University			12/7/2018
CA209-227_China_Only	China	378	Selected	Not Recruiting	Wang	Dong	Daping Hospital of Third Military Medical University			12/7/2018
CA209-227_China_Only	China	379	Selected	Not Recruiting	Li	Xingya	The 1st Affiliated Hospital Of Zhengzhou University			12/7/2018
CA209-227_China_Only	China	380	Selected	Not Recruiting	Pan	Yueyin	Anhui Provincial Hospital			12/7/2018
CA209-227_Ex-China	Argentina	130	Active	"Active, Not Recruiting"	Zarba	Juan	Centro Medico San Roque		3/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	170	Clinically Complete	Completed	Varela	Mirta	COIBA	4/11/2018 0:00	10/26/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	171	Active	Completed	Martin	Claudio	Instituto Alexander Fleming		4/6/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	172	Active	"Active, Not Recruiting"	Lupinacci	Lorena	Hospital Italiano De Buenos Aires		3/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	176	Clinically Complete	Completed	Korbenfeld	Ernesto	Fundacion Investigar	3/15/2018 0:00	3/28/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	177	Active	"Active, Not Recruiting"	Kowalyszyn	Ruben	Clinica Viedma S.A.		4/28/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	268	Active	"Active, Not Recruiting"	Richardet	Eduardo	Instituto Oncologico De Cordoba		4/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	272	Active	"Active, Not Recruiting"	Brocca	Carlos	Hospital Privado Centro Medico De Cordoba		5/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	289	Not Selected	Not Recruiting	Duarte	Oscar	Cemedic			12/7/2018
CA209-227_Ex-China	Argentina	296	Clinically Complete	Completed	Flores	Marcos	Hospital Privado De Comunidad	12/20/2017 0:00	11/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	297	Active	"Active, Not Recruiting"	Bella	Santiago	Clinica Privada Universitaria Reina Fabiola		5/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Argentina	352	Cancelled	Cancelled	Sena	Susana	Hospital Aleman			12/7/2018
CA209-227_Ex-China	Australia	40	Active	"Active, Not Recruiting"	Khattak	Adnan	Fiona Stanley Hospital		3/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	41	Not Selected	Not Recruiting	Solomon	Benjamin	Peter MacCallum Cancer Centre			12/7/2018
CA209-227_Ex-China	Australia	42	Active	"Active, Not Recruiting"	Moore	Melissa	St Vincent's Hospital		10/22/2015 0:00	12/7/2018
CA209-227_Ex-China	Australia	43	Active	"Active, Not Recruiting"	Markman	Benjamin	Moorabbin Hospital		2/5/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	44	Not Selected	Not Recruiting	Parnis	Francis	Adelaide Cancer Centre			12/7/2018
CA209-227_Ex-China	Australia	45	Active	"Active, Not Recruiting"	O'Byrne	Kenneth	Princess Alexandra Hospital		4/29/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	46	Active	"Active, Not Recruiting"	Joshi	Rohit	Lyell McEwin Hospital		11/27/2015 0:00	12/7/2018
CA209-227_Ex-China	Australia	47	Not Selected	Not Recruiting	Pavlakis	Nicholas	Royal North Shore Hospital			12/7/2018
CA209-227_Ex-China	Australia	81	Not Selected	Not Recruiting	Nordman	Ina	Calvary Mater Newcastle			12/7/2018
CA209-227_Ex-China	Australia	180	Active	"Active, Not Recruiting"	Feeney	Kynan	St John of God Murdoch Hospital		1/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	181	Cancelled	Cancelled	Hill	Andrew	Tasman Oncology Research Pty Ltd			12/7/2018
CA209-227_Ex-China	Australia	182	Active	"Active, Not Recruiting"	Leong	David	The Canberra Hospital		3/10/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	183	Active	"Active, Not Recruiting"	George	Mathew	Tamworth Hospital		2/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	300	Active	"Active, Not Recruiting"	Chan	Matthew	Gosford Hospital		8/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Australia	301	Active	"Active, Not Recruiting"	Nagrial	Adnan	Blacktown Hospital		8/23/2016 0:00	12/7/2018
CA209-227_Ex-China	Austria	239	Active	"Active, Not Recruiting"	Kolb	Rainer	Klinikum Wels-Grieskirchen Gmbh		3/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Austria	240	Active	"Active, Not Recruiting"	Fuereder	Thorsten	Akh Wien		6/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Austria	241	Active	"Active, Not Recruiting"	Stoeger	Herbert	Medizinische Universitatsklinik		9/28/2016 0:00	12/7/2018
CA209-227_Ex-China	Austria	242	Cancelled	Cancelled	Burghuber	Otto	"Smz Baumgartner Hoehe, Pulmologisches Zentrum"			12/7/2018
CA209-227_Ex-China	Belgium	30	Clinically Complete	Completed	Van Meerbeeck	Jan	Antwerp University Hospital	7/4/2017 0:00	2/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Belgium	31	Active	"Active, Not Recruiting"	Surmont	Veerle	Uz Gent		12/11/2015 0:00	12/7/2018
CA209-227_Ex-China	Belgium	32	Not Selected	Not Recruiting	Decoster	Lore	Universitair Ziekenhuis Brussel			12/7/2018
CA209-227_Ex-China	Belgium	33	Clinically Complete	Completed	Deschepper	Koenraad	Az Nikolaas	7/9/2018 0:00	12/11/2015 0:00	12/7/2018
CA209-227_Ex-China	Belgium	34	Active	"Active, Not Recruiting"	Colinet	Benoit	Centre Hospitalier Notre-Dame - Reine Fabiola		3/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Belgium	116	Cancelled	Not Applicable	Surmont	Veerle	University Hospital Gent			12/7/2018
CA209-227_Ex-China	Belgium	117	Clinically Complete	"Active, Not Recruiting"	Mebis	Jeroen	Jessa	9/11/2017 0:00	3/30/2016 0:00	12/7/2018
CA209-227_Ex-China	Belgium	121	Active	"Active, Not Recruiting"	Demedts	Ingel	AZ Delta		4/6/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	123	Active	"Active, Not Recruiting"	Barrios	Carlos	Hospital Sao Lucas Da Pucrs		9/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	124	Active	"Active, Not Recruiting"	Franke	Fabio	Associacao Hospital de Caridade Ijui		9/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	125	Active	Completed	Mathias	Clarissa	Nucleo De Oncologia Da Bahia		9/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	126	Active	"Active, Not Recruiting"	Oliveira	Thiago	Fundacao Antonio Prudente-Hospital Ac Camargo		9/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	127	Active	"Active, Not Recruiting"	Marchi	Pedro	Fundacao Pio Xii Hosp Cancer De Barretos		10/31/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	128	Active	Completed	De Castro	Gilberto	Instituto do Cancer do Estado de Sao Paulo ICESP		9/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	129	Active	"Active, Not Recruiting"	Araujo	Luiz	Inca - Instituto Nacional Do Cancer		9/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Brazil	144	Active	"Active, Not Recruiting"	Haddad	Carolina	Real E Benemerita Associacao Portuguesa De Beneficencia		9/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	103	Active	"Active, Not Recruiting"	Sangha	Randeep	Cross Cancer Institute		5/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	104	Active	"Active, Not Recruiting"	Vincent	Mark	London Regional Cancer Program		6/7/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	105	Cancelled	Cancelled	Morzycki	Wojciech	Nova Scotia Health Authority QEII Health Sciences Centre			12/7/2018
CA209-227_Ex-China	Canada	106	Active	"Active, Not Recruiting"	Couture	Felix	CHU de Quebec - Universite Laval		2/3/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	107	Active	"Active, Not Recruiting"	Marquis	Katerine	CISSS du Bas-Saint-Laurent Hopital Regional de Rimouski		3/31/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	122	Active	"Active, Not Recruiting"	Cohen	Victor	Jewish General Hospital		4/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	269	Cancelled	Cancelled	Rao	Sanjay	Bc Cancer Agency			12/7/2018
CA209-227_Ex-China	Canada	290	Active	"Active, Not Recruiting"	Lester	Renee	Dr. H.Bliss Murphy Cancer Centre		5/10/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	291	Active	"Active, Not Recruiting"	Pavic	Michel	Centre integre universitaire de sante et de service sociaux de l'estrie - CHUS		4/26/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	292	Active	"Active, Not Recruiting"	Aucoin	Jean-Sebastien	Centre integre universitaire de sante et de services sociaux de la Mauricie-et-d		4/11/2016 0:00	12/7/2018
CA209-227_Ex-China	Canada	302	Active	"Active, Not Recruiting"	Martel	Simon	Institut Universitaire de Cardiologie et de Pneumologie de Quebec - Universite L		6/3/2016 0:00	12/7/2018
CA209-227_Ex-China	Chile	131	Active	"Active, Not Recruiting"	Aren Frontera	Osvaldo	Centro Internacional de Estudios Clinicos		11/23/2015 0:00	12/7/2018
CA209-227_Ex-China	Chile	173	Active	"Active, Not Recruiting"	Salman	Pamela	Fundacion Arturo Lopez Perez		1/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Chile	174	Active	"Active, Not Recruiting"	Gonzalez Mella	Pablo	Instituto Oncologico		3/29/2016 0:00	12/7/2018
CA209-227_Ex-China	Chile	175	Cancelled	Not Applicable	Orellana Ulunque	Eric	Clinica Santa Maria			12/7/2018
CA209-227_Ex-China	Chile	178	Cancelled	Cancelled	Campos Munoz	Monica	Hospital San Borja Arriaran			12/7/2018
CA209-227_Ex-China	Colombia	237	Active	"Active, Not Recruiting"	Cardona Zorrilla	Andres Felipe	Administradora Del Country S.A. - Clinica Del Country		3/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Colombia	238	Active	"Active, Not Recruiting"	Bruges	Ricardo	Hospital Universitario San Ignacio		5/31/2016 0:00	12/7/2018
CA209-227_Ex-China	Colombia	247	Cancelled	Cancelled	Pino	Luis	Fundacion Santa Fe De Bogota			12/7/2018
CA209-227_Ex-China	Colombia	248	Not Selected	Not Recruiting	Yepes Perez	Andres	Fundacion Colombiana de Cancerologia Clinica Vida			12/7/2018
CA209-227_Ex-China	Colombia	273	Active	"Active, Not Recruiting"	Rojas	Gustavo	Oncologos Del Occidente Sa		6/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Colombia	282	Active	"Active, Not Recruiting"	Quiroga	Alicia	Hospital Pablo Tobon Uribe		5/18/2016 0:00	12/7/2018
CA209-227_Ex-China	Czech Republic	111	Active	"Active, Not Recruiting"	Havel	Libor	Pneumologicka klinika 1. LF a TN		1/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Czech Republic	112	Clinically Complete	"Active, Not Recruiting"	Hrnciarik	Michal	Plicni klinika	2/3/2017 0:00	1/15/2016 0:00	12/7/2018
CA209-227_Ex-China	Czech Republic	113	Clinically Complete	Completed	Kolek	Vitezslav	Klinika plicnich nemoci a tuberkulozy	6/14/2018 0:00	2/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Czech Republic	232	Clinically Complete	"Active, Not Recruiting"	Jakesova	Jitka	Oddeleni Onkologie	7/28/2016 0:00	2/18/2016 0:00	12/7/2018
CA209-227_Ex-China	Finland	270	Active	"Active, Not Recruiting"	Koivunen	Jussi	Oulu University Hospital		2/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Finland	271	Active	"Active, Not Recruiting"	Saariaho	Taneli	Turku University Hospital		2/16/2016 0:00	12/7/2018
CA209-227_Ex-China	France	215	Active	"Active, Not Recruiting"	Barlesi	Fabrice	Hopital Nord		1/19/2016 0:00	12/7/2018
CA209-227_Ex-China	France	216	Active	Completed	Raimbourg	Judith	ICO Papin		1/22/2016 0:00	12/7/2018
CA209-227_Ex-China	France	217	Active	"Active, Not Recruiting"	Raimbourg	Judith	Centre Rene Gauducheau		1/29/2016 0:00	12/7/2018
CA209-227_Ex-China	France	218	Active	"Active, Not Recruiting"	Chouaid	Christos	Chi De Creteil		1/29/2016 0:00	12/7/2018
CA209-227_Ex-China	France	219	Cancelled	Cancelled	Dansin	Eric	Centre Oscar Lambret			12/7/2018
CA209-227_Ex-China	France	220	Cancelled	Cancelled	Decroisette	Chantal	Centre Hospitalier D'Annecy			12/7/2018
CA209-227_Ex-China	France	221	Active	"Active, Not Recruiting"	Fournel	Pierre	Institut Cancero De La Loire		2/2/2016 0:00	12/7/2018
CA209-227_Ex-China	France	222	Active	"Active, Not Recruiting"	Ginoux	Marilyse	Hopital Cardiologique Louis Pradel		2/4/2016 0:00	12/7/2018
CA209-227_Ex-China	France	223	Active	"Active, Not Recruiting"	Corre	Romain	Chu Pontchaillou		4/18/2016 0:00	12/7/2018
CA209-227_Ex-China	France	224	Active	"Active, Not Recruiting"	Mennecier	Bertrand	Nouvel Hopital Civil Chru De Strasbourg		2/2/2016 0:00	12/7/2018
CA209-227_Ex-China	France	225	Active	"Active, Not Recruiting"	Thiberville	Luc	Hopital Charles Nicolle C H U Rouen		1/28/2016 0:00	12/7/2018
CA209-227_Ex-China	France	226	Active	"Active, Not Recruiting"	Audigier-Valette	Clarisse	Hopital Sainte Musse		1/20/2016 0:00	12/7/2018
CA209-227_Ex-China	France	227	Active	"Active, Not Recruiting"	Veillon	Remi	Hopital Du Haut Leveque		1/26/2016 0:00	12/7/2018
CA209-227_Ex-China	France	228	Active	"Active, Not Recruiting"	Vergnenegre	Alain	Chu De Limoges		2/1/2016 0:00	12/7/2018
CA209-227_Ex-China	France	229	Active	"Active, Not Recruiting"	Westeel	Virginie	CHU Hopital Jean Minjoz		2/10/2016 0:00	12/7/2018
CA209-227_Ex-China	France	230	Active	"Active, Not Recruiting"	Zalcman	Gerard	Hopital Bichat Claude Bernard		2/8/2016 0:00	12/7/2018
CA209-227_Ex-China	France	283	Active	"Active, Not Recruiting"	Gervais	Radj	Centre Francois Baclesse		6/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	201	Active	"Active, Not Recruiting"	Kimmich	Martin	Klinik Schillerhoehe		1/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	202	Clinically Complete	Completed	Bischoff	Helge	Thoraxklinik-Heidelberg Ggmbh	11/15/2017 0:00	9/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	203	Active	"Active, Not Recruiting"	Reck	Martin	Krankenhaus Grosshansdorf		3/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	204	Active	"Active, Not Recruiting"	Kokowski	Konrad	Klinikum Bogenhausen		4/21/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	205	Clinically Complete	Completed	Schuler	Martin	Universitaetsklinikum Essen	4/27/2017 0:00	8/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	206	Clinically Complete	Completed	Schumann	Christian	Klinikverbund Kempten-Oberallgau	11/21/2018 0:00	10/11/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	207	Cancelled	Cancelled	Leistner	Rumo David	Sozialstiftung Bamberg			12/7/2018
CA209-227_Ex-China	Germany	208	Active	"Active, Not Recruiting"	Grohe	Christian	Evangelische Lungenklinik Berlin		2/24/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	209	Clinically Complete	Completed	Schuette	Wolfgang	Stadtisches Krankenhaus Martha Maria Halle-Dolau	9/18/2017 0:00	2/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	210	Clinically Complete	Completed	Gleiber	Wolfgang	Universitatsklinikum Frankfurt	5/3/2017 0:00	6/10/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	211	Active	Completed	Lang	Susanne	SRH WALD KLINIKUM GERA gGmbH		1/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	212	Active	"Active, Not Recruiting"	Frickhofen	Norbert	Hsk Dr.-Horst-Schmidt-Kliniken Wiesbaden		1/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	213	Active	"Active, Not Recruiting"	Bonnet	Reiner	Zentralklinik Bad Berka Gmbh		5/3/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	214	Active	"Active, Not Recruiting"	Serke	Monika	Lungenklinik Hemer		4/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Germany	231	Active	"Active, Not Recruiting"	Schreiber	Jens	Universitaetsklinikum Magdeburg A. o. R.		6/27/2016 0:00	12/7/2018
CA209-227_Ex-China	Greece	94	Active	"Active, Not Recruiting"	Syrigos	Konstantinos	Sotiria General Hospital		3/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Greece	95	Active	"Active, Not Recruiting"	Mavroudis	Dimitrios	University Hospital Of Heraklion		3/3/2016 0:00	12/7/2018
CA209-227_Ex-China	Greece	96	Not Selected	Not Recruiting	Kalofonos	Haralabos	University Hospital Of Rio			12/7/2018
CA209-227_Ex-China	Greece	101	Clinically Complete	Completed	Makrantonakis	Parisis	Thegenion Anticancer Hospital	2/22/2018 0:00	3/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Greece	190	Active	"Active, Not Recruiting"	Linardou	Helena	Metropolitan Hospital		2/19/2016 0:00	12/7/2018
CA209-227_Ex-China	Hungary	24	Clinically Complete	Completed	Ostoros	Gyula	Orsz.Koranyi Tbc es Pulm.Int.	5/16/2017 0:00	2/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Hungary	25	Active	Completed	Losonczy	Gyorgy	Pulmonologiai Klinika		2/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Hungary	26	Active	"Active, Not Recruiting"	Urban	Laszlo	Matrai Gyogyintezet		2/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Ireland	52	Not Selected	Not Recruiting	Hanrahan	Emer	St Vincent's University Hospital			12/7/2018
CA209-227_Ex-China	Ireland	53	Active	"Active, Not Recruiting"	Breathnach	Oscar	Beaumont Hospital		2/10/2016 0:00	12/7/2018
CA209-227_Ex-China	Ireland	54	Active	"Active, Not Recruiting"	Cuffe	Sinead	St. James'S Hospital		4/27/2016 0:00	12/7/2018
CA209-227_Ex-China	Ireland	55	Active	"Active, Not Recruiting"	Donnellan	Paul	Galway University College Hospital		4/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Ireland	100	Active	"Active, Not Recruiting"	Coate	Linda	Midwestern Cancer Center		4/27/2016 0:00	12/7/2018
CA209-227_Ex-China	Israel	184	Active	"Active, Not Recruiting"	Bar	Jair	Sheba Medical Center		4/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Israel	185	Active	"Active, Not Recruiting"	Stemmer	Salomon	"Rabin Medical Center, Institute of Oncology"		6/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Israel	186	Active	"Active, Not Recruiting"	Gottfried	Maya	Meir Medical Center		4/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Israel	187	Active	Completed	Nechushtan	Hovav	Hadassah Medical Organization		4/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Israel	188	Active	"Active, Not Recruiting"	Cyjon	Arnold	"Oncology Institute, Assaf Harofeh Medical Center"		3/15/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	82	Active	Completed	Garassino	Marina	Istituto Nazionale Per Lo Studio E La Cura		12/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Italy	83	Clinically Complete	Completed	De Marinis	Filippo	Istituto Europeo Di Oncologia	11/9/2018 0:00	3/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	84	Clinically Complete	Completed	Landi	Lorenza	Asl N 6 P.O.Livorno	6/30/2017 0:00	11/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	85	Active	"Active, Not Recruiting"	Bartolucci	Roberta	Ospedale S.Maria		11/25/2015 0:00	12/7/2018
CA209-227_Ex-China	Italy	86	Active	"Active, Not Recruiting"	Ardizzoni	Andrea	Azienda Ospedaliera S.Orsola-Malpighi		7/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	87	Active	"Active, Not Recruiting"	Chiari	Rita	S.C. Di Oncologia Medica Azienda Ospedaliera Di Perugia		1/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	88	Active	"Active, Not Recruiting"	Gridelli	Cesare	Azienda Ospedaliera Moscati		3/23/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	89	Clinically Complete	Completed	Cortesi	Enrico	Policlinico Umberto I	12/19/2016 0:00	6/27/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	90	Active	"Active, Not Recruiting"	Cognetti	Francesco	Ifo-Istituto Regina Elena		4/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	91	Active	"Active, Not Recruiting"	Morabito	Alessandro	Istituto Nazionale Tumori Fondazione Pascale		10/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	92	Active	"Active, Not Recruiting"	Altavilla	Giuseppe	Policlinico G. Martino		4/11/2016 0:00	12/7/2018
CA209-227_Ex-China	Italy	93	Not Selected	Not Recruiting	Galetta	Domenico	I.R.C.C.S. Ospedale Oncologico			12/7/2018
CA209-227_Ex-China	Italy	179	Active	"Active, Not Recruiting"	Bonomi	Lucia	ASST Papa Giovanni XXIII		12/18/2015 0:00	12/7/2018
CA209-227_Ex-China	Italy	307	Active	"Active, Not Recruiting"	Cappuzzo	Federico	Presidio Ospedaliero Di Ravenna		10/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Japan	145	Active	"Active, Not Recruiting"	Inoue	Akira	Tohoku University Hospital		11/5/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	146	Active	"Active, Not Recruiting"	Kasahara	Kazuo	Kanazawa University Hospital		11/5/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	147	Active	"Active, Not Recruiting"	Ohe	Yuichiro	National Cancer Center Hospital.		11/6/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	148	Active	"Active, Not Recruiting"	Goto	Koichi	National Cancer Center Hospital East		4/28/2016 0:00	12/7/2018
CA209-227_Ex-China	Japan	149	Active	"Active, Not Recruiting"	Nishio	Makoto	The Cancer Institute Hospital Of Jfcr		11/25/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	150	Active	"Active, Not Recruiting"	Ikeda	Satoshi	Kanagawa Cardiovascular and Respiratory Center		11/5/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	151	Active	"Active, Not Recruiting"	Naito	Tateaki	Shizuoka Cancer Center		2/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Japan	152	Active	"Active, Not Recruiting"	Hida	Toyoaki	Aichi Cancer Center Hospital		11/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	153	Active	"Active, Not Recruiting"	Saka	Hideo	National Hospital Organization Nagoya Medical Center		10/26/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	154	Active	"Active, Not Recruiting"	Daga	Haruko	Osaka City General Hospital		10/27/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	155	Active	"Active, Not Recruiting"	Kurata	Takayasu	Kansai Medical University Hospital		10/27/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	156	Active	"Active, Not Recruiting"	Fujimoto	Daichi	Kobe City Medical Center General Hospital.		10/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	157	Active	"Active, Not Recruiting"	Yamamoto	Nobuyuki	Wakayama Medical University Hospital		11/20/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	158	Active	"Active, Not Recruiting"	Yokoyama	Toshihide	Kurashiki Central Hospital		11/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	159	Active	"Active, Not Recruiting"	Nogami	Naoyuki	Shikoku Cancer Center		11/18/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	160	Active	"Active, Not Recruiting"	Okamoto	Isamu	Kyushu University Hospital		11/10/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	161	Active	"Active, Not Recruiting"	Okamoto	Hiroaki	Yokohama Municipal Citizen's Hospital		10/21/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	162	Active	"Active, Not Recruiting"	Kubota	Kaoru	Nippon Medical School Hospital		11/9/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	163	Active	"Active, Not Recruiting"	Harada	Masao	Hokkaido Cancer Center		10/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	164	Active	"Active, Not Recruiting"	Tanaka	Hiroshi	Niigata Cancer Center Hospital		12/10/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	165	Active	"Active, Not Recruiting"	Hotta	Katsuyuki	Okayama University Hospital		10/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	251	Active	"Active, Not Recruiting"	Takeda	Masayuki	Kindai University Hospital		11/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	252	Active	"Active, Not Recruiting"	Satouchi	Miyako	Hyogo Cancer Center		11/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	253	Active	"Active, Not Recruiting"	Kinoshita	Ichiro	Hokkaido University Hospital		11/2/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	254	Active	"Active, Not Recruiting"	Sugawara	Shunichi	Sendai Kosei Hospital		11/11/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	255	Active	"Active, Not Recruiting"	Minato	Koichi	Gunma Prefectural Cancer Center		12/4/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	256	Active	"Active, Not Recruiting"	Sakai	Hiroshi	Saitama Cancer Center		10/30/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	257	Active	"Active, Not Recruiting"	Fujisaka	Yasuhito	Osaka Medical College Hospital		12/7/2015 0:00	12/7/2018
